id	filename	md5	size	state
dfed764e-60c3-488b-ba0d-3d491188ea2f	dfed764e-60c3-488b-ba0d-3d491188ea2f/TCGA-L5-A4OP-01A-21-A41X-20_RPPA_data.tsv	2c17847ae9f5a69ff6b993036632c55c	22082	validated
e21b8951-65eb-4b17-b7bf-00a02e70f531	e21b8951-65eb-4b17-b7bf-00a02e70f531/TCGA-IG-A97I-01A-21-A41Y-20_RPPA_data.tsv	06b5654ba705126638233b0eccb84be0	22095	validated
eb957967-4b99-49b4-bdcc-d22691afa1ef	eb957967-4b99-49b4-bdcc-d22691afa1ef/TCGA-2H-A9GR-01A-21-A41Y-20_RPPA_data.tsv	7882c20954fdf98ca1ae7d2af004d682	23991	validated
eda9f8d1-2fa2-4171-9e47-5a1c3d33ae9d	eda9f8d1-2fa2-4171-9e47-5a1c3d33ae9d/TCGA-2H-A9GI-01A-21-A41Y-20_RPPA_data.tsv	602b2dbe7168bf6ea778c56af6b15f65	23949	validated
f01cdf86-06cb-44c3-9cdf-986c86de9179	f01cdf86-06cb-44c3-9cdf-986c86de9179/TCGA-L5-A4OE-01A-21-A41X-20_RPPA_data.tsv	4dc7a54cd748f816c87bf408dc4d254d	22117	validated
f315ae8d-4f1a-497b-8b3e-041625eb6594	f315ae8d-4f1a-497b-8b3e-041625eb6594/TCGA-LN-A49O-01A-21-A41X-20_RPPA_data.tsv	99d649911578d6f6f62fd821142f9885	22034	validated
f4f53ab8-bb0c-4fc4-9814-dccd2133fdc6	f4f53ab8-bb0c-4fc4-9814-dccd2133fdc6/TCGA-LN-A49Y-01A-21-A41X-20_RPPA_data.tsv	82f4347b9c6803f217085aae223927c2	22060	validated
f6d02c10-6c8c-47fe-8d31-3b4831f36e14	f6d02c10-6c8c-47fe-8d31-3b4831f36e14/TCGA-L5-A4OI-01A-21-A41X-20_RPPA_data.tsv	962032caffb63db8a7d287946200cf9c	22077	validated
fac38b78-8be1-4f0d-85e0-23173ed70298	fac38b78-8be1-4f0d-85e0-23173ed70298/TCGA-L5-A8NS-01A-21-A41Y-20_RPPA_data.tsv	d0372c99c3b90ab2309bc735533235c0	22110	validated
faeea565-f7f8-4955-8578-1db9378b6a06	faeea565-f7f8-4955-8578-1db9378b6a06/TCGA-IC-A6RE-01A-21-A41Y-20_RPPA_data.tsv	52fc7f1c4d8ae4a88a3160c00f6fbcee	22058	validated
fc52bef7-d984-4c1e-9c75-9f089f020fd1	fc52bef7-d984-4c1e-9c75-9f089f020fd1/TCGA-LN-A49W-01A-21-A41X-20_RPPA_data.tsv	24445c6790d6409d347dd74a650f85ef	22082	validated
